index,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
123288,Madhya Pradesh,SINGRAULI,2011,Rabi       ,Wheat,32636,50328
123289,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Banana,4,47
123290,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Coriander,278,182
123291,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Dry chillies,204,150
123292,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Dry ginger,64,42
123293,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Garlic,85,171
123294,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Onion,445,26074
123295,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Potato,1143,11479
123296,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Sesamum,13351,7725
123297,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Sugarcane,5,120
123298,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Sweet potato,187,826
123299,Madhya Pradesh,SINGRAULI,2011,Whole Year ,Turmeric,27,20
123300,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Arhar/Tur,17635,26395
123301,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Barley,12438,16191
123302,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Groundnut,50,102
123303,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Jowar,6529,12531
123304,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Maize,25782,58699
123305,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Moong(Green Gram),170,55
123306,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Niger seed,1791,1058
123307,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Other Kharif pulses,62,15
123308,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Rice,47452,142721
123309,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Sannhamp,520,1183
123310,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Small millets,28110,6772
123311,Madhya Pradesh,SINGRAULI,2012,Kharif     ,Urad,6348,2432
123312,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Gram,14053,47722
123313,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Khesari,104,94
123314,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Linseed,6365,11119
123315,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Masoor,3813,5547
123316,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Peas & beans (Pulses),827,774
123317,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Rapeseed &Mustard,4697,5741
123318,Madhya Pradesh,SINGRAULI,2012,Rabi       ,Wheat,33337,65591
123319,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Banana,4,29
123320,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Coriander,267,168
123321,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Dry chillies,222,889
123322,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Dry ginger,78,100
123323,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Garlic,91,229
123324,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Onion,460,34060
123325,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Potato,1159,17779
123326,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Sesamum,13133,3129
123327,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Sugarcane,12,440
123328,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Sweet potato,216,1192
123329,Madhya Pradesh,SINGRAULI,2012,Whole Year ,Turmeric,24,30
123330,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Arhar/Tur,17449,24635
123331,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Barley,12444,32860
123332,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Groundnut,58,92
123333,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Jowar,6766,8392
123334,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Maize,25679,48421
123335,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Moong(Green Gram),421,210
123336,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Niger seed,1762,1185
123337,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Other Kharif pulses,55,16
123338,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Rice,47540,70835
123339,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Sannhamp,586,1628
123340,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Small millets,27117,25887
123341,Madhya Pradesh,SINGRAULI,2013,Kharif     ,Urad,6260,2902
123342,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Gram,14244,12477
123343,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Khesari,92,52
123344,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Linseed,6031,7097
123345,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Masoor,3578,2726
123346,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Peas & beans (Pulses),919,1350
123347,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Rapeseed &Mustard,5076,5168
123348,Madhya Pradesh,SINGRAULI,2013,Rabi       ,Wheat,33372,66612
123349,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Banana,2,58
123350,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Coriander,263,166
123351,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Dry chillies,238,531
123352,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Dry ginger,85,76
123353,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Garlic,97,244
123354,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Onion,481,27352
123355,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Potato,1189,12139
123356,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Sesamum,13306,8091
123357,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Sugarcane,10,370
123358,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Sweet potato,172,877
123359,Madhya Pradesh,SINGRAULI,2013,Whole Year ,Turmeric,26,51
123360,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Arhar/Tur,1000,500
123361,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Groundnut,11400,19100
123362,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Jowar,9000,8500
123363,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Maize,2000,1700
123364,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Paddy,21800,18200
123365,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Sesamum,17800,6600
123366,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Small millets,1900,500
123367,Madhya Pradesh,TIKAMGARH,1997,Kharif     ,Soyabean,72000,95300
123368,Madhya Pradesh,TIKAMGARH,1997,Rabi       ,Barley,7400,13200
123369,Madhya Pradesh,TIKAMGARH,1997,Rabi       ,Linseed,2600,900
123370,Madhya Pradesh,TIKAMGARH,1997,Rabi       ,Rapeseed &Mustard,10600,4000
123371,Madhya Pradesh,TIKAMGARH,1997,Rabi       ,Wheat,122700,249900
123372,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Arhar/Tur,800,400
123373,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Groundnut,13700,24400
123374,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Jowar,4900,6200
123375,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Maize,2000,1800
123376,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Rice,19000,10100
123377,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Sesamum,17700,6200
123378,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Small millets,1800,500
123379,Madhya Pradesh,TIKAMGARH,1998,Kharif     ,Soyabean,70300,82600
123380,Madhya Pradesh,TIKAMGARH,1998,Rabi       ,Barley,8100,14500
123381,Madhya Pradesh,TIKAMGARH,1998,Rabi       ,Gram,26400,38000
123382,Madhya Pradesh,TIKAMGARH,1998,Rabi       ,Linseed,1700,600
123383,Madhya Pradesh,TIKAMGARH,1998,Rabi       ,Rapeseed &Mustard,11100,5800
123384,Madhya Pradesh,TIKAMGARH,1998,Rabi       ,Wheat,124000,250400
123385,Madhya Pradesh,TIKAMGARH,1998,Whole Year ,Sugarcane,667,18260
123386,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Arhar/Tur,672,490
123387,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Bajra,1,1
123388,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Dry ginger,960,1955
123389,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Groundnut,17188,23138
123390,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Jowar,3878,3261
123391,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Maize,1957,2292
123392,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Other Kharif pulses,54169,19148
123393,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Rice,20329,19813
123394,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Sesamum,17319,5137
123395,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Soyabean,56445,54364
123396,Madhya Pradesh,TIKAMGARH,1999,Kharif     ,Urad,47479,17161
123397,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Barley,8199,15495
123398,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Gram,26517,38322
123399,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Linseed,1984,715
123400,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Other  Rabi pulses,18457,12994
123401,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Rapeseed &Mustard,10282,4840
123402,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Urad,18,7
123403,Madhya Pradesh,TIKAMGARH,1999,Rabi       ,Wheat,128221,280435
123404,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Coriander,234,102
123405,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Dry chillies,823,461
123406,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Garlic,43,116
123407,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Onion,346,2448
123408,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Potato,1815,20260
123409,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Sannhamp,95,267
123410,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Sugarcane,402,23190
123411,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Sweet potato,304,2366
123412,Madhya Pradesh,TIKAMGARH,1999,Whole Year ,Turmeric,57,97
123413,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Arhar/Tur,586,370
123414,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Dry ginger,890,1785
123415,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Groundnut,17197,29646
123416,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Jowar,3244,2861
123417,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Maize,1786,2852
123418,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Other Kharif pulses,57454,14515
123419,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Ragi,1319,542
123420,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Rice,22735,15317
123421,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Sesamum,19006,8130
123422,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Small millets,4845,1429
123423,Madhya Pradesh,TIKAMGARH,2000,Kharif     ,Soyabean,51764,38634
123424,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Barley,9534,19732
123425,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Gram,25458,35737
123426,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Linseed,1754,745
123427,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Other  Rabi pulses,17458,9062
123428,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Rapeseed &Mustard,8544,3653
123429,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Safflower,1,0.1
123430,Madhya Pradesh,TIKAMGARH,2000,Rabi       ,Wheat,115859,212894
123431,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Coriander,239,98
123432,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Dry chillies,587,242
123433,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Garlic,42,115
123434,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Onion,354,3301
123435,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Sannhamp,91,256
123436,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Sugarcane,650,17030
123437,Madhya Pradesh,TIKAMGARH,2000,Whole Year ,Turmeric,40,62
123438,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Arhar/Tur,1479,1166
123439,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Bajra,1,2
123440,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Dry ginger,1003,2011
123441,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Groundnut,16350,28955
123442,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Jowar,1859,2202
123443,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Maize,1847,3070
123444,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Other Kharif pulses,59504,26903
123445,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Ragi,68,18
123446,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Rice,23166,15973
123447,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Sesamum,16250,6851
123448,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Small millets,4294,1381
123449,Madhya Pradesh,TIKAMGARH,2001,Kharif     ,Soyabean,46872,53716
123450,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Barley,10066,22223
123451,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Gram,28983,47919
123452,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Linseed,1088,513
123453,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Other  Rabi pulses,17744,12038
123454,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Rapeseed &Mustard,8833,4953
123455,Madhya Pradesh,TIKAMGARH,2001,Rabi       ,Wheat,118585,207982
123456,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Banana,12,76
123457,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Coriander,311,129
123458,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Dry chillies,642,388
123459,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Garlic,33,84
123460,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Onion,441,3857
123461,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Potato,1951,27146
123462,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Sannhamp,60,184
123463,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Sugarcane,420,25430
123464,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Sweet potato,457,2928
123465,Madhya Pradesh,TIKAMGARH,2001,Whole Year ,Turmeric,53,84
123466,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Arhar/Tur,878,467
123467,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Bajra,1,0.1
123468,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Dry ginger,1114,1048
123469,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Groundnut,16426,9972
123470,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Jowar,1985,1146
123471,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Maize,1942,1650
123472,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Other Kharif pulses,63710,13730
123473,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Rice,21513,7311
123474,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Sesamum,15665,3360
123475,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Small millets,3982,696
123476,Madhya Pradesh,TIKAMGARH,2002,Kharif     ,Soyabean,30244,18210
123477,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Barley,9997,19168
123478,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Gram,32070,40455
123479,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Linseed,711,257
123480,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Other  Rabi pulses,18935,9983
123481,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Rapeseed &Mustard,9946,4434
123482,Madhya Pradesh,TIKAMGARH,2002,Rabi       ,Wheat,105135,179638
123483,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Banana,7,252
123484,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Beans & Mutter(Vegetable),418,0
123485,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Bhindi,204,0
123486,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Brinjal,678,0
123487,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Cabbage,40,0
123488,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Cauliflower,103,0
123489,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Citrus Fruit,27,0
123490,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Coriander,213,71
123491,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Dry chillies,672,402
123492,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Garlic,46,110
123493,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Mango,4,0
123494,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Onion,396,3325
123495,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Other Fresh Fruits,1,0
123496,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Other Vegetables,1102,0
123497,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Papaya,38,2078
123498,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Pome Fruit,97,0
123499,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Potato,1606,16115
123500,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Sannhamp,65,89
123501,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Sugarcane,287,13570
123502,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Sweet potato,476,2996
123503,Madhya Pradesh,TIKAMGARH,2002,Whole Year ,Tomato,447,0
123504,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Arhar/Tur,289,164
123505,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Bajra,2,2
123506,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Dry ginger,991,1552
123507,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Groundnut,16973,24291
123508,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Jowar,3832,5087
123509,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Maize,2304,2826
123510,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Other Kharif pulses,72860,23562
123511,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Rice,22851,19266
123512,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Sesamum,18134,6317
123513,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Small millets,3836,1325
123514,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Soyabean,29462,42617
123515,Madhya Pradesh,TIKAMGARH,2003,Kharif     ,Urad,66192,21532
123516,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Barley,10643,23007
123517,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Gram,32283,47188
123518,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Linseed,381,173
123519,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Other  Rabi pulses,19299,12244
123520,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Rapeseed &Mustard,10507,5752
123521,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Safflower,3,0
123522,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Urad,12,4
123523,Madhya Pradesh,TIKAMGARH,2003,Rabi       ,Wheat,120330,250315
123524,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Banana,8,232
123525,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Bhindi,214,0
123526,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Brinjal,617,0
123527,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Cabbage,7,0
123528,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Cauliflower,50,0
123529,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Citrus Fruit,39,0
123530,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Coriander,234,93
123531,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Dry chillies,719,424
123532,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Garlic,64,139
123533,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Mango,4,0
123534,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Onion,370,2665
123535,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Other Fresh Fruits,2,0
123536,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Other Vegetables,1650,0
123537,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Papaya,39,1026
123538,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Pome Fruit,54,0
123539,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Potato,1636,20172
123540,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Sannhamp,74,195
123541,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Sugarcane,399,18870
123542,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Sweet potato,478,2735
123543,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Tomato,674,0
123544,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Turmeric,115,170
123545,Madhya Pradesh,TIKAMGARH,2003,Whole Year ,Water Melon,1,0
123546,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Arhar/Tur,334,120
123547,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Dry ginger,942,1180
123548,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Groundnut,17531,19435
123549,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Jowar,5548,4601
123550,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Maize,2288,1693
123551,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Rice,19891,9379
123552,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Sesamum,18095,6902
123553,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Small millets,3177,731
123554,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Soyabean,30686,26563
123555,Madhya Pradesh,TIKAMGARH,2004,Kharif     ,Urad,65309,18885
123556,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Barley,11032,17947
123557,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Gram,32901,38443
123558,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Linseed,452,174
123559,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Masoor,4501,2169
123560,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Rapeseed &Mustard,13942,6460
123561,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Urad,17,5
123562,Madhya Pradesh,TIKAMGARH,2004,Rabi       ,Wheat,106986,174821
123563,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Coriander,232,77
123564,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Garlic,39,85
123565,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Onion,400,3052
123566,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Potato,1401,12863
123567,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Sugarcane,440,16650
123568,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Sweet potato,684,3914
123569,Madhya Pradesh,TIKAMGARH,2004,Whole Year ,Turmeric,94,93
123570,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Arhar/Tur,374,148
123571,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Groundnut,17681,17926
123572,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Jowar,6226,5548
123573,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Maize,2207,2233
123574,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Moong(Green Gram),5788,1758
123575,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Rice,18373,9024
123576,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Sesamum,21935,7164
123577,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Small millets,1443,462
123578,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Soyabean,28352,26171
123579,Madhya Pradesh,TIKAMGARH,2005,Kharif     ,Urad,64356,20935
123580,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Barley,10304,16485
123581,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Gram,29687,33629
123582,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Linseed,416,163
123583,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Masoor,4913,2131
123584,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Peas & beans (Pulses),17786,8679
123585,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Rapeseed &Mustard,17006,7100
123586,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Urad,3,1
123587,Madhya Pradesh,TIKAMGARH,2005,Rabi       ,Wheat,94444,126284
123588,Madhya Pradesh,TIKAMGARH,2005,Whole Year ,Onion,401,2672
123589,Madhya Pradesh,TIKAMGARH,2005,Whole Year ,Potato,1227,11948
123590,Madhya Pradesh,TIKAMGARH,2005,Whole Year ,Sugarcane,120,5670
123591,Madhya Pradesh,TIKAMGARH,2005,Whole Year ,Sweet potato,570,3262
123592,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Arhar/Tur,315,80
123593,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Dry ginger,861,1349
123594,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Groundnut,14852,10149
123595,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Jowar,11691,8247
123596,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Jute,57,89
123597,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Maize,2392,1151
123598,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Mesta,27,43
123599,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Moong(Green Gram),5053,1159
123600,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Other Kharif pulses,4,1
123601,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Rice,14485,5721
123602,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Small millets,1800,379
123603,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Soyabean,24869,16882
123604,Madhya Pradesh,TIKAMGARH,2006,Kharif     ,Urad,62188,14386
123605,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Gram,21284,20434
123606,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Khesari,67,33
123607,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Linseed,290,102
123608,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Masoor,3118,1203
123609,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Moong(Green Gram),7,2
123610,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Other  Rabi pulses,16,5
123611,Madhya Pradesh,TIKAMGARH,2006,Rabi       ,Peas & beans (Pulses),10865,4948
